#==============================================================================
# **** DEFAULT tracerinfo.dat FILE, BASED ON NOx-Ox-HC-Aerosol SIMULATION ****
#
# This file contains name weight and index information about GEOS-CHEM
# tracers.  It is read by routine "ctm_tracerinfo.pro" of the GAMAP package.
#
# File Format:
# -----------------------------------------------------------------------------
# NAME     (A8   )  Tracer name (up to 8 chars)
#  --      (1X   )  1-character spacer
# FULLNAME (A30  )  Full tracer name (up to 30 chars)
# MOLWT    (E10.0)  Molecular weight (kg/mole)
# C        (I3   )  For HC's: # moles C/moles tracer; otherwise set=1
# TRACER   (I9   )  Tracer number (up to 9 digits)
# SCALE    (E10.3)  Standard scale factor to convert to unit given below
#  --      (1X   )  1-character spacer
# UNIT     (A40  )  Unit string
#
# Notes:
# -----------------------------------------------------------------------------
# (1) Comment lines begin with "#".  
# (2) If you want to total NOx in Tg N, then list a molecular weight of NOx 
#      of 14e-3 in the lines pertaining to NOx below.
# (3) GEOS-CHEM can now write out customized tracerinfo.dat files, so this
#      "default" file no longer contains tracers for offline chemistry runs.
# (4) ND67 diagnostic quantities now match what is saved out from the
#      GEOS-Chem diagnostic. (bmy, 10/13/09)
# (5) Added MODIS and AVHRR categories (bmy, 2/22/10)
# (6) Updated for MERRA met fields (bmy, 8/4/10)
# (7) Added more MERRA met fields (e.g. SEAICE*) (bmy, 8/17/10)
#  12 Jan 2012 - R. Yantosca - Added GEOS-5.7.2 met fields
#  30 Jan 2012 - R. Yantosca - Added GFED3 dry matter categories
#  17 Apr 2012 - R. Yantosca - Added OLSON variable under LAND-MAP category
#  02 Jan 2013 - R. Yantosca - Added CHLO-A-$ diagnostic w/ offset 8300
#  08 Jan 2014 - M. Sulprizio- Restored diagnostics for reading data files
#                              with offsets 100000-115000
#  10 Jan 2014 - R. Yantosca - Bug fix, make sure columns line up properly
#  24 Jan 2014 - R. Yantosca - Also make sure units are more COARDS-compliant
#==============================================================================
# GEOS-CHEM tracers [ppbv]
#==============================================================================
SNODP    GMAO GEOS-5 geometric snow dp       0.e0  1    98043 1.000E+00 m
SNOMAS   GMAO GEOS-5 snow depth              0.e0  1    98044 1.000E+00 m
SNOW     GMAO snow depth (water)             0.e0  1    98045 1.000E+00 mm
SNOWD    GCAP snow depth (water)             0.e0  1    98046 1.000E+00 mm
SNOWFALL GMAO total snowfall                 0.e0  1    98047 1.000E+00 mm day-1
SOIL     GCAP soil wetness                   0.e0  1    98048 1.000E+00 1
SURFTYPE GMAO land-water indices             0.e0  1    98049 1.000E+00 1
SWGCLR   GMAO net clr sky SW flux            0.e0  1    98050 1.000E+00 1
SWGNET   GMAO upwd lwg rad at ground         0.e0  1    98051 1.000E+00 W m-2   
T2M      GMAO 2m temperature                 0.e0  1    98052 1.000E+00 K
T10M     GMAO 10m temperature                0.e0  1    98053 1.000E+00 K
TGROUND  GMAO ground SST  temperature        0.e0  1    98054 1.000E+00 K
TO3      Total column ozone                  0.e0  1    98055 1.000E+00 DU
TTO3     Total trop column ozone             0.e0  1    98056 1.000E+00 DU
TROPP    GMAO troposphere pressure           0.e0  1    98057 1.000E+00 hPa
TS       GMAO surface air temperature        0.e0  1    98058 1.000E+00 K
TSKIN    GMAO ground skin temperature        0.e0  1    98059 1.000E+00 K
U2M      GMAO U-wind @ 2 m                   0.e0  1    98060 1.000E+00 m s-1
U10M     GMAO U-wind @ 10 m                  0.e0  1    98061 1.000E+00 m s-1
Q850     GMAO rel humidity @ 850 hPa         0.e0  1    98062 1.000E+00 kg kg-1
USTAR    GMAO friction velocity              0.e0  1    98063 1.000E+00 m s-1
USS      GCAP USTAR                          0.e0  1    98064 1.000E+00 m s-1
VSS      GCAP USTAR                          0.e0  1    98065 1.000E+00 m s-1
V2M      GMAO U-wind @ 2 m                   0.e0  1    98066 1.000E+00 m s-1
V10M     GMAO V-wind @ 10 m                  0.e0  1    98067 1.000E+00 m s-1
VFLUX    GMAO V-wind surface stress          0.e0  1    98068 1.000E+00 N m-2
Z0       GMAO roughness height               0.e0  1    98069 1.000E+00 m
Z0M      GMAO roughness height               0.e0  1    98070 1.000E+00 m
Z0H      GMAO roughness height               0.e0  1    98071 1.000E+00 m
LWTUP    GMAO Longwave at top of atm.        0.e0  1    98072 1.000E+00 W m-2
EFLUX    GMAO Latent heat flux               0.e0  1    98073 1.000E+00 W m-2
FRLAKE   GMAO Fraction of lake               0.e0  1    98074 1.000E+00 1
FRLAND   GMAO Fraction of land               0.e0  1    98075 1.000E+00 1
FRLANDIC GMAO Fraction of land ice           0.e0  1    98076 1.000E+00 1
FROCEAN  GMAO Fraction of ocean              0.e0  1    98077 1.000E+00 1
PRECANV  GMAO Anvil precip                   0.e0  1    98078 1.000E+00 kg m-2 s-1
QV2M     GMAO specific humidity 2m           0.e0  1    98079 1.000E+00 kg kg-1
PRECLSC  GMAO LS prcip                       0.e0  1    98080 1.000E+00 kg m-2 s-1
PBLTOP   GMAO PBL top pressure               0.e0  1    98081 1.000E+00 hPa
FRSNO    GMAO snow fraction                  0.e0  1    98082 1.000E+00 1
TROPPT   GMAO trop pressure - thermal        0.e0  1    98083 1.000E+00 hPa
TROPPV   GMAO trop pressure - PV             0.e0  1    98084 1.000E+00 hPa
TROPPB   GMAO trop pressure - blended        0.e0  1    98085 1.000E+00 hPa
FRSEAICE GMAP sea ice fraction               0.e0  1    98086 1.000E+00 1
LWGNT    GMAO net lwg rad at ground          0.e0  1    98087 1.000E+00 W m-2
SWGNT    GMAO net rad at ground              0.e0  1    98088 1.000E+00 W m-2
SWGDN    GMAO downwd swg rad at ground       0.e0  1    98089 1.000E+00 W m-2
SEAICE00 GMAO sea ice fraction 00-10%        0.e0  1    98090 1.000E+00 1
SEAICE10 GMAO sea ice fraction 10-20%        0.e0  1    98091 1.000E+00 1
SEAICE20 GMAO sea ice fraction 20-30%        0.e0  1    98092 1.000E+00 1
SEAICE30 GMAO sea ice fraction 30-40%        0.e0  1    98093 1.000E+00 1
SEAICE40 GMAO sea ice fraction 40-50%        0.e0  1    98094 1.000E+00 1
SEAICE50 GMAO sea ice fraction 50-60%        0.e0  1    98095 1.000E+00 1
SEAICE60 GMAO sea ice fraction 60-70%        0.e0  1    98096 1.000E+00 1
SEAICE70 GMAO sea ice fraction 70-80%        0.e0  1    98097 1.000E+00 1
SEAICE80 GMAO sea ice fraction 80-90%        0.e0  1    98098 1.000E+00 1
SEAICE90 GMAO sea ice fraction 90-100%       0.e0  1    98099 1.000E+00 1
UFLUX    GMAO U-wind surface stress          0.e0  1    98100 1.00-0E+00 N m-2
#=============================================================================
# OFFSET=99000: "GMAO-3D$" (3-D GMAO met fields in HDF or HDF-EOS files)
#=============================================================================
CLDMAS   GMAO cloud mass flux                0.e0  1    99001 1.000E+00 kg m-2 s-1
CLMOLW   GMAO maximum overlap cloud frc      0.e0  1    99002 1.000E+00 1
CLOUD    GMAO cloud top fraction             0.e0  1    99004 1.000E+00 1
CLROLW   GMAO random overlap cloud frc       0.e0  1    99005 1.000E+00 1
CLMOSW   GMAO maximum overlap cloud frc      0.e0  1    99006 1.000E+00 1
CLROSW   GMAO random overlap cloud frc       0.e0  1    99007 1.000E+00 1
CLDTOT   GMAO 3-D cloud fraction             0.e0  1    99006 1.000E+00 1
CMFMC    GMAO cloud mass flux                0.e0  1    99008 1.000E+00 kg m-2 s-1
DELP     GMAO fvDAS pressure thickness       0.e0  1    99009 1.000E+00 hPa
DQRCON   GMAO conv rain prod rate            0.e0  1    99010 1.000E+00 kg m-2 s-1
DQIDTMST GMAO ice tend from moist prc        0.e0  1    99011 1.000E+00 kg kg-1 s-1
DQLDTMST GMAO liq tend from moist prc        0.e0  1    99012 1.000E+00 kg kg-1 s-1
DQRLSC   GMAO lg scl rain prod rate          0.e0  1    99013 1.000E+00 kg m-2 s-1
DQVDTMST GMAO vap tend from moist prc        0.e0  1    99014 1.000E+00 kg kg-1 s-1
DTRAIN   GMAO detrainment flux               0.e0  1    99015 1.000E+00 kg m-2 s-1
HKBETA   GMAO Hack overshoot parameter       0.e0  1    99016 1.000E+00 1
HKETA    GMAO Hack conv mass flux            0.e0  1    99017 1.000E+00 kg m-2 s-1
KH       GMAO eddy diffusion coeff           0.e0  1    99018 1.000E+00 m2 s-1
MOISTQ   GMAO tendency in SPHU               0.e0  1    99019 1.000E+00 g/kg/day
PLE      GMAO pressure @ level edges         0.e0  1    99020 1.000E+00 hPa
PV       GMAO Ertels potent. vorticity       0.e0  1    99021 1.000E+00 m2/kg s-1
OMEGA    Vertical pressure velocity          0.e0  1    99022 1.000E+00 Pa s-1
OPTDEPTH GMAO in-cloud optical depth         0.e0  1    99023 1.000E+00 1
Q        GMAO 6hr avg specific humidity      0.e0  1    99024 1.000E+00 g/kg
QI       GMAO cloud ice water mix rat        0.e0  1    99025 1.000E+00 kg kg-1
QL       GMAO cloud ice liq mix rat          0.e0  1    99026 1.000E+00 kg kg-1
QV       GMAO 6hr avg specific humidity      0.e0  1    99027 1.000E+00 kg kg-1
RH       GMAO relative humidity              0.e0  1    99028 1.000E+00 1
SPHU     GMAO inst. specific humidity        0.e0  1    99029 1.000E+00 g/kg
T        GMAO 6hr avg temperature            0.e0  1    99030 1.000E+00 K
TKE      GMAO turbulent kinetic energy       0.e0  1    99031 1.000E+00 m2 s-12
TAUCLD   GMAO cloud optical depth            0.e0  1    99032 1.000E+00 1
TAUCLI   GMAO ice-path optical depth         0.e0  1    99033 1.000E+00 1
TAUCLW   GMAO water-path optical depth       0.e0  1    99034 1.000E+00 1
TMPU     GMAO inst temperature               0.e0  1    99035 1.000E+00 K
U        GMAO 6-hr averaged U-wind           0.e0  1    99036 1.000E+00 m s-1
UWND     GMAO instantaneous U-wind           0.e0  1    99037 1.000E+00 m s-1
V        GMAO 6-hr averaged V-wind           0.e0  1    99038 1.000E+00 m s-1
VWND     GMAO instantaneous V-wind           0.e0  1    99039 1.000E+00 m s-1
ZMDU     GMAO Z&M updraft detr flux          0.e0  1    99040 1.000E+00 Pa s-1
ZMED     GMAO Z&M conv downdraft entr        0.e0  1    99041 1.000E+00 Pa s-1
ZMEU     GMAO Z&M updraft entrainment        0.e0  1    99042 1.000E+00 Pa s-1
ZMMD     GMAO Z&M downdraft mass flux        0.e0  1    99043 1.000E+00 Pa s-1
ZMMU     GMAO Z&M updraft mass flux          0.e0  1    99044 1.000E+00 Pa s-1
CFAN     GMAO cloud fraction: anvils         0.e0  1    99045 1.000E+00 1
CFCU     GMAO cloud fraction: LS             0.e0  1    99046 1.000E+00 1
CFLS     GMAO cloud fraction: CONV           0.e0  1    99047 1.000E+00 1
DQRCU    GMAP precip prod rate: CONV         0.e0  1    99048 1.000E+00 kg kg-1 s-1
DQRLSAN  GMAO precip prod rate: LS+AN        0.e0  1    99049 1.000E+00 kg kg-1 s-1
PFLCU    GMAO down flux, liq prc: CONV       0.e0  1    99050 1.000E+00 kg m-2 s-1
PFICU    GMAO down flux, ice prc: CONV       0.e0  1    99051 1.000E+00 kg m-2 s-1
PFLLSAN  GMAO down flux, liq prc: LS+AN      0.e0  1    99052 1.000E+00 kg m-2 s-1
PFILSAN  GMAO down flux, ice prc: LS+AN      0.e0  1    99053 1.000E+00 kg m-2 s-1
REEVAPCN GMAO evap prec c'sate: CONV         0.e0  1    99054 1.000E+00 kg kg-1 s-1
REEVAPLS GMAO evap prec c'sate: LS+AN        0.e0  1    99055 1.000E+00 kg kg-1 s-1
FPCU     GMAO conv precip fraction           0.e0  1    99056 1.000E+00 1
FPLSAN   GMAO LS+anvil precip fraction       0.e0  1    99057 1.000E+00 1
QCCU     GMAO condensate mix rat, conv       0.e0  1    99058 1.000E+00 kg kg-1
#=============================================================================
# OFFSET=100000: GFED3 dry matter emissions 
#==============================================================================
AGW_DM   AGW dry matter emissions            0.e0  1   100091 1.000E+00 g m-2 month-1
DEF_DM   AGW dry matter emissions            0.e0  1   100092 1.000E+00 g m-2 month-1
FOR_DM   AGW dry matter emissions            0.e0  1   100093 1.000E+00 g m-2 month-1
PET_DM   AGW dry matter emissions            0.e0  1   100094 1.000E+00 g m-2 month-1
SAV_DM   AGW dry matter emissions            0.e0  1   100095 1.000E+00 g m-2 month-1
WDL_DM   AGW dry matter emissions            0.e0  1   100096 1.000E+00 g m-2 month-1
#=============================================================================
# OFFSET=101000: GFED2 Biomass burning
#=============================================================================
C        Total Carbon                      12.e-3  1   101099 1.000E+00 g cm-2
INJHT    Injection height                    0.e0  1   101098 1.000E+00 m  
#==============================================================================
# OFFSET=102000: O3 Columns in DU
#==============================================================================
TOMSO3   O3                                48.e-3  1   103001 1.000E+00 Dobsons
DTOMS1   O3                                 0.e-3  1   103002 1.000E+00 Dobsons day-1
DTOMS2   O3                                 0.e-3  1   103003 1.000E+00 Dobsons day-1
O3       O3                                48.e-3  1   103025 1.000E+00 Dobsons
#==============================================================================
# OFFSET=103000: Net primary productivity
#==============================================================================
NPP       GLOB-NPP                          0.e+0  1   103001 1.000E+00 g m-2
NEP       GLOB-NEP                          0.e+0  1   103002 1.000E+00 cm-2 s-1
#==============================================================================
# OFFSET=104000: Aerosol emissions
#==============================================================================
SO4      Sulfate Aerosol                    0.e+0  1   104001 1.00E+00 kg m-3
BC1      Hydrophobic Black Carbon           0.e+0  1   104002 1.00E+00 kg m-3
BC2      Hydrophilic Black Carbon           0.e+0  1   104003 1.00E+00 kg m-3
OC1      Hydrophobic Organic Carbon         0.e+0  1   104004 1.00E+00 kg m-3
OC2      Hydrophilic Organic Carbon         0.e+0  1   104005 1.00E+00 kg m-3
SS1      Sea Salt 0.1 -  0.5 um             0.e+0  1   104006 1.00E+00 kg m-3
SS2      Sea Salt 0.5 -  1.5 um             0.e+0  1   104007 1.00E+00 kg m-3
SS3      Sea Salt 1.5 -  5.0 um             0.e+0  1   104008 1.00E+00 kg m-3
SS4      Sea Salt 5.0 - 10.0 um             0.e+0  1   104009 1.00E+00 kg m-3
#==============================================================================
# OFFSET=105000: UV albedos
#==============================================================================
UVALBD   UV Albedo                          0.e+0  1   105001 1.000E+00 %
#==============================================================================
# OFFSET=106000: Mineral dust concentrations
#==============================================================================
MD1      Mineral Dust 0.009 um               0.e0  1   106001 1.00E+00 kg m-3
MD2      Mineral Dust 0.081 um               0.e0  1   106002 1.00E+00 kg m-3
MD3      Mineral Dust 0.23 um                0.e0  1   106003 1.00E+00 kg m-3
MD4      Mineral Dust 0.67 um                0.e0  1   106004 1.00E+00 kg m-3
MD5      Mineral Dust 1.5 um                 0.e0  1   106005 1.00E+00 kg m-3
MD6      Mineral Dust 2.5 um                 0.e0  1   106006 1.00E+00 kg m-3
MD7      Mineral Dust 4.0 um                 0.e0  1   106007 1.00E+00 kg m-3
#==============================================================================
# OFFSET=107000: Dead organic matter source
#==============================================================================
DOC-S    Short-Lived DOC                     0.e0  1   107001 1.00E+00 ng L-1
DOC-L    Long-Lived DOC                      0.e0  1   107002 1.00E+00 ng L-1
MLT      Mixed-Layer Temperature             0.e0  1   107003 1.00E+00 C
#==============================================================================
# OFFSET=108000: Acetone sources
#==============================================================================
ACETmo   Acetone from MONOTERPENES         12.e-3  3   108001 1.000+00 atoms C cm-2 s-1
ACETmb   Acetone from METHYL BUTENOL       12.e-3  3   108002 1.000+00 atoms C cm-2 s-1
ACETbg   Acetone from DIRECT EMISSION      12.e-3  3   108003 1.000+00 atoms C cm-2 s-1
ACETdl   Acetone from DRY LEAF MATTER      12.e-3  3   108004 1.000+00 atoms C cm-2 s-1
ACETgr   Acetone from GRASSLANDS           12.e-3  3   108005 1.000+00 atoms C cm-2 s-1
ACETop   Acetone source from OCEANS        12.e-3  3   108006 1.000+00 atoms C cm-2 s-1
ACETol   Acetone sink from OCEANS          12.e-3  3   108007 1.000+00 atoms C cm-2 s-1
#==============================================================================
# OFFSET=109000: CH4 emissions
#==============================================================================
CH4ric   CH4 Emissions from Rice Paddie    16.e-3  1   109001 1.000E+00 kg m-2 s-1
CH4wet   CH4 Emissions from WetLands       16.e-3  1   109002 1.000E+00 kg m-2 s-1
#=============================================================================
# OFFSET=110000: Fields from the DEAD dust model
#=============================================================================
EF_GEO   ERD_FCT_GEO                         0.e0  1   110001 1.000E+00 1
EF_HYDRO ERD_FCT_HYDRO                       0.e0  1   110002 1.000E+00 1
EF_TOPO  ERD_FCT_TOPO                        0.e0  1   110003 1.000E+00 1
EF_UNITY ERD_FCT_UNITY                       0.e0  1   110004 1.000E+00 1
MBLBSN_F MBL_BSN_F                           0.e0  1   110005 1.000E+00 1
LF_DRY   LND_FRC_DRY                         0.e0  1   110006 1.000E+00 m2 m-2
MF_CaCO3 MSS_FRC_CaCO3                       0.e0  1   110007 1.000E+00 kg kg-1
MF_CLY   MSS_FRC_CLY                         0.e0  1   110008 1.000E+00 kg kg-1
MF_SND   MSS_FRC_SND                         0.e0  1   110009 1.000E+00 kg kg-1
SFC_TYP  SFC_TYPE                            0.e0  1   110010 1.000E+00 1
LAI_1    Leaf area index (1-sided)           0.e0  1   110011 1.000E+00 m2 m-2 
VA1_1    Veg. area index (1-sided)           0.e0  1   110012 1.000E+00 m2 m-2
VAI      Vegetation Area Index (total)       0.e0  1   110013 1.000E+00 m2 m-2
GOC_SRC  GOCART Source Function              0.e0  1   110014 1.000E+00 1
#==============================================================================
# OFFSET=111000: Future emissions
#==============================================================================
NOx      NOx                               14.e-3  1   111001 1.000E+00 1
CO       CO                                28.e-3  1   111004 1.000E+00 1
ALK4     Alkanes(>C4)                      12.e-3  4   111005 1.000E+00 1
ACET     Acetone                           12.e-3  3   111009 1.000E+00 1
PRPE     Propene (>C3 alkenes)             12.e-3  3   111018 1.000E+00 1
C3H8     Propane                           12.e-3  3   111019 1.000E+00 1
C2H6     Ethane                            12.e-3  2   111021 1.000E+00 1
SO2      SO2                               64.e-3  1   111026 1.000E+00 1
NH3      NH3 aerosol                       17.e-3  1   111030 1.000E+00 1
BCPI     BC Hydrophilic                    12.e-3  1   111034 1.000E+00 1
OCPI     OC Hydrophilic                    12.e-3  1   111035 1.000E+00 1
VOC      Coarse seasalt (2.5-10um)         36.e-3  1   111090 1.000E+00 1
#==============================================================================
# OFFSET=112000: Lightning scaling
#==============================================================================
OTD      OTD/LIS redistribution              0.e0  1   112001 1.000E+00 1
#==============================================================================
# OFFSET=113000: EDGAR emissions
#==============================================================================
NOx      NOx                               14.e-3  1   113001 1.000E+00 kg a-1
CO       CO                                28.e-3  1   113004 1.000E+00 kg a-1
SO2      SO2 sulfate                       64.e-3  1   113026 1.000E+00 kg a-1
NOxrat   Emission ratios for NOx             0.e0  1   113071 1.000E+00 1  
COrat    Emission ratios for CO              0.e0  1   113072 1.000E+00 1
SO2rat   Emission ratios for SO2             0.e0  1   113073 1.000E+00 1
#==============================================================================
# OFFSET=114000: Weekday or weekend scaling
#==============================================================================
WKDAY    Weekday scaling factor              0.e0  1   114001 1.000E+00 1
WKEND    Weekend scaling factor              0.e0  1   114002 1.000E+00 1
#==============================================================================
# OFFSET=115000: Chlorophyll A for Hg simulations
#==============================================================================
CHLO-A   Chlorophyll A                       0.e0  1   115001 1.000E+00 mg m-3
